tweet_id	tweet_text	class_label	text_length	hashtags	mentions	text_length_category	class_label_encoded	hashtags_frequency	hashtags_sentiment	hashtags_topics
17601	<s>With regard to assailing Mr. Bush about his tax problems and the difference from the tax he once paid and then the later tax he paid, I think if you looked at the deductions, there were great legal expenses in there -- had to do, possibly, with the sale of his home, and they had to do with his setting up of a blind trust.</s>	No	325			100+	0	0	0.0	0
4129	<s>They pulled out of the nonproliferation agreement.</s>	No	50			41-50	0	0	0.0	0
19931	<s>You take a look at all the programs you've advocated, Mr. President.</s>	No	70			61-70	0	0	0.0	0
1897	<s>So, in some ways, we've got some data on which approach is more likely to create jobs and opportunity for Americans and I believe that the economy works best when middle-class families are getting tax breaks so that they've got some money in their pockets, and those of us who have done extraordinarily well because of this magnificent country that we live in, that we can afford to do a little bit more to make sure we're not blowing up the deficit.</s>	No	452			100+	0	0	0.0	0
438	<s>It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole.</s>	Yes	117			100+	1	0	0.0	0
17106	<s>I do not, very frankly, take seriously the Congressional Budget Office projections, because they have been wrong on virtually all of them, including the fact that our recovery wasn't going to take place to begin with.</s>	No	219			100+	0	0	0.0	0
9253	<s>And that means, yes, we still continue to open up new areas for drilling.</s>	No	75			71-80	0	0	0.0	0
3100	<s>But I can say this: The number one responsibility of any president, above all else, is to guarantee the security of our nation - an ability to be free of the threat of attack, or blackmail and to carry out our obligations to our allies and friends, and to carry out a legitimate foreign policy.</s>	No	296			100+	0	0	0.0	0
4231	<s>We want to work with the Russians.</s>	No	34			31-40	0	0	0.0	0
8183	<s>That happened to be a recession year.</s>	No	37			31-40	0	0	0.0	0
24651	<s>We need to fully fund the act named for that wonderful boy Ryan White to make sure we're doing everything we can on research and treatment.</s>	No	139			100+	0	0	0.0	0
7519	<s>In the Oval Office, there's a painting by a friend of Laura and mine named -- by Tom Lee.</s>	No	91			91-100	0	0	0.0	0
20914	<s>I went to a school in Dade County, Florida where the facilities are so overcrowded the children have to eat lunch in shifts with the first shift for lunch starting at 9:30 in the morning.</s>	Yes	189			100+	1	0	0.0	0
28712	<s>And that launched a campaign to try to get the record companies to put ratings that -- warning labels for parents.</s>	No	114			100+	0	0	0.0	0
2956	<s>Number one, we have an agreement where they notify us and we notify them of any - military maneuvers that are to be be undertaken.</s>	Yes	132			100+	1	0	0.0	0
28470	<s>Look, we're gonna face some serious new challenges in the next four years.</s>	No	76			71-80	0	0	0.0	0
1279	<s>In the cabinet I have one of the outstanding, I think, administrators as the secretary of transportation, Bill Coleman.</s>	No	121			100+	0	0	0.0	0
19235	<s>And now with this risky $550 billion tax scheme of Senator Dole's, even his own friends, his campaign co-chair, Senator D'Amato, says that they can't possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him.</s>	Yes	256			100+	1	0	0.0	0
22694	<s>Those are the words of two Republicans, respected, both on the Foreign Relations Committee.</s>	No	93			91-100	0	0	0.0	0
23124	<s>And I have a plan that will take the catastrophic cases out of the system, off your backs, pay for it out of a federal fund, which lowers the premiums for everybody in America, makes American business more competitive and makes health care more affordable.</s>	No	258			100+	0	0	0.0	0
6382	<s>All of these things and all the promises and commitments that Senator Obama and I made (inaudible) made to you tonight will base -- will be based on whether you can trust us or not to be careful stewards of your tax dollar, to make sure America is safe and secure and prosperous, to make sure we reform the institutions of government.</s>	No	336			100+	0	0	0.0	0
16640	<s>In the White House staff itself, when I became president, we had roughly five hundred and forty employees.</s>	Yes	108			100+	1	0	0.0	0
3511	<s>I mean, we've had years in which the reigning economic ideology has been what's good for Wall Street, but not what's good for Main Street.</s>	No	140			100+	0	0	0.0	0
19324	<s>I was there for a while before I left on June the 11th.</s>	No	55			51-60	0	0	0.0	0
11056	<s>That's going to change when I'm president, but we can't change it unless we fundamentally change Senator McCain's and George Bush's foreign policy.</s>	No	149			100+	0	0	0.0	0
20600	<s>Be a wonderful time for the Russians to step into the Balkans and convince Mr. Milosevic that it's in his best interest and his country's best interest to leave office.</s>	No	168			100+	0	0	0.0	0
16605	<s>None of them are responsible for health care itself.</s>	No	52			51-60	0	0	0.0	0
25190	<s>Yes, this had to do with our disarmament talks.</s>	No	49			41-50	0	0	0.0	0
9301	<s>Candy, there's no doubt that world demand's gone up, but our production is going up, and we're using oil more efficiently.</s>	Yes	124			100+	1	0	0.0	0
34317	<s>And we're bringing GDP from, really, 1 percent, which is what it is now, and if she got in, it will be less than zero.</s>	Yes	120			100+	1	0	0.0	0
29304	<s></s><s>And because I hold the same standards as I look at all of these trade deals.</s>	No	76			71-80	0	0	0.0	0
25565	<s>But, in fact, these last 4 years have seen more weapons built, a wider and more vigorous arms race than in human history.</s>	Yes	123			100+	1	0	0.0	0
34169	<s>Well, it matters because he has not told the truth about that position.</s>	Yes	73			71-80	1	0	0.0	0
11786	<s>I want to empower the people.</s>	No	29			21-30	0	0	0.0	0
32735	<s>I can't think of any.</s>	No	21			21-30	0	0	0.0	0
24284	<s>Believe it or not folks, you can't ship it all overseas, you've got to make it here.</s>	No	86			81-90	0	0	0.0	0
8122	<s>I should make it very clear that I do not think we're doing enough, that I am not satisfied as an American with the progress that we're making.</s>	No	145			100+	0	0	0.0	0
19801	<s>And the truth is, there is a lot wrong with America.</s>	No	54			51-60	0	0	0.0	0
34440	<s>But when I started this campaign, I started it very strongly.</s>	No	63			61-70	0	0	0.0	0
26630	<s>Did you say you're unemployed?</s>	No	30			21-30	0	0	0.0	0
2632	"<s>Governor Romney, I genuinely believe cares about education, but when he tells a student that, you know, you should borrow money from your parents to go to college,""you know, that indicates the degree to which, you know, there may not be as much of a focus on the fact that folks like myself, folks like Michelle, kids probably who attend University of Denver, just don't have that option.</s><s>""</s>"	No	391			100+	0	0	0.0	0
9661	<s>When we talk about child care, and the credits that we're providing.</s>	No	70			61-70	0	0	0.0	0
17761	<s>Don't talk about growth, because even though we need growth, that's not helping.</s>	No	82			81-90	0	0	0.0	0
29653	<s>Well, sometimes there's not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.</s>	No	162			100+	0	0	0.0	0
2380	<s>And three-quarters of them said it makes us less likely to hire people.</s>	Yes	71			71-80	1	0	0.0	0
23502	<s>People's rights have been abused.</s>	No	33			31-40	0	0	0.0	0
33911	<s>You know, I could talk for the rest of the debate -- I know I don't have the time to do that.</s>	No	95			91-100	0	0	0.0	0
2748	<s>If the president's reelected, Obamacare will be fully installed.</s>	No	66			61-70	0	0	0.0	0
3687	<s>Just -- a report just came out that the average deductible went up 30 percent on American families.</s>	Yes	99			91-100	1	0	0.0	0
25557	<s>Mr. Mondale, could I ask you to address the question of nuclear strategy then?</s>	No	80			71-80	0	0	0.0	0
18147	<s>And we don't have enough troops there.</s>	No	38			31-40	0	0	0.0	0
34243	<s>But it has fallen from the -- from any standpoint.</s>	No	50			41-50	0	0	0.0	0
27764	<s>I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency.</s>	Yes	209			100+	1	0	0.0	0
11499	<s>After all, a lot of the energy is produced from the Middle East, and so I appreciate what the administration is doing.</s>	Yes	120			100+	1	0	0.0	0
1139	<s>I have indicated to General Brown that - the words that he used in that interview, in that particular case and in several others, were very ill advised.</s>	No	154			100+	0	0	0.0	0
27783	<s></s><s>And so we have to understand that we can't just surrender and lose jobs year in and year out.</s>	No	93			91-100	0	0	0.0	0
2810	<s>Even the Republican platform has criticized the lack of leadership in Mr. Ford and they've criticized the foreign policy of this administration.</s>	Yes	144			100+	1	0	0.0	0
563	<s>It's your understanding of the forces of change that are sweeping the world, and whether or not you're in a position to provide leadership to make those forces of change work for us and not against us.</s>	No	203			100+	0	0	0.0	0
19398	<s>And we have to vote it up or down, Mr. President.</s>	No	51			51-60	0	0	0.0	0
7526	<s>And we've been through a lot together during the last 3 34 years.</s>	No	65			61-70	0	0	0.0	0
8220	<s>They seem to be simply retreads of the programs of the Truman Administration which preceded it.</s>	No	95			91-100	0	0	0.0	0
20655	<s>It's to make sure our troops are well-housed and well-equipped.</s>	No	63			61-70	0	0	0.0	0
29815	<s>These are very, very good people, and they're protecting the Second Amendment.</s>	No	80			71-80	0	0	0.0	0
22823	<s>Didn't bring in enough nation.</s>	No	30			21-30	0	0	0.0	0
32508	<s>And, indeed, the way that he talks about his tax cuts would end up raising taxes on middle-class families, millions of middle-class families.</s>	Yes	143			100+	1	0	0.0	0
3326	<s>The Arab boycott action was first taken in 1952.</s>	Yes	48			41-50	1	0	0.0	0
17017	<s>On November second all of you will make a very, very important decision.</s>	No	74			71-80	0	0	0.0	0
17591	<s>The system is still where it was with regard to the progressivity, as I've said, and that has not been changed.</s>	No	113			100+	0	0	0.0	0
18458	<s>Osama bin Laden doesn't get to decide.</s>	No	38			31-40	0	0	0.0	0
27955	<s>I want to make sure we've got the best education system in the world.</s>	No	69			61-70	0	0	0.0	0
1955	<s>I like PBS, I love Big Bird.</s>	No	30			21-30	0	0	0.0	0
1547	<s>We have came out of the recession and we're well on the road to real prosperity in this country again.</s>	No	102			100+	0	0	0.0	0
6336	<s>That was, of course, out-of-bounds by the Democrats.</s>	No	54			51-60	0	0	0.0	0
19173	<s>Well, he's better off than he was four years ago.</s>	Yes	51			51-60	1	0	0.0	0
12442	<s>Jim, one of the issues that I would like to close with in my statement is education, because it's an example of the overall approach that I think is important.</s>	No	161			100+	0	0	0.0	0
30354	<s>All of the things that she's talking about could have been taken care of during the last 10 years, let's say, while she had great power.</s>	No	138			100+	0	0	0.0	0
13668	<s>But look what's happened to the middle class.</s>	No	45			41-50	0	0	0.0	0
3711	<s>We tried to build a little ship called the Littoral Combat Ship that was supposed to cost $140 million, ended up costing $400 million, and we still haven't done it.</s>	Yes	166			100+	1	0	0.0	0
11544	<s>I supported them when they did so.</s>	No	34			31-40	0	0	0.0	0
23113	<s>You've gone up, in Missouri, about $3,500.</s>	Yes	44			41-50	1	0	0.0	0
28333	<s>There needs to be flexibility for teacher training and teacher hiring with federal money.</s>	No	89			81-90	0	0	0.0	0
18689	<s>Here we have our own secretary of state who has had to apologize to the world for the presentation he made to the United Nations.</s>	Yes	129			100+	1	0	0.0	0
1165	<s>At that time, nobody thought I had a chance to win.</s>	No	53			51-60	0	0	0.0	0
17907	<s>I believe that we will be better off if we protect this environment.</s>	No	68			61-70	0	0	0.0	0
19486	<s>Then when we had the assault weapons ban in the Senate, Senator Dole fought it bitterly and opposed the entire crime bill and almost brought the entire crime bill down because the National Rifle Association didn't want the assault weapons ban, just like they didn't want the Brady Bill.</s>	Yes	288			100+	1	0	0.0	0
14686	<s>They want us to talk about the problems of this country.</s>	No	56			51-60	0	0	0.0	0
22868	<s>He had bilateral talks with the North Koreans.</s>	Yes	46			41-50	1	0	0.0	0
9778	<s>That is not the kind of leadership that you need, but you should expect that those are promises he's going to keep.</s>	No	117			100+	0	0	0.0	0
10347	<s>I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times.</s>	No	141			100+	0	0	0.0	0
439	<s>The federal program doesn't do that.</s>	Yes	36			31-40	1	0	0.0	0
22263	<s>Sooner or later you get 11 more boys that can run like the devil that weigh 250 pounds and they might win district.</s>	No	115			100+	0	0	0.0	0
29025	<s>I have kept the faith.</s>	No	22			21-30	0	0	0.0	0
23856	<s>You know, my wife, Hillary, gave me a book about a year ago in which the author defined insanity as just doing the same old thing over and over again and expecting a different result.</s>	No	185			100+	0	0	0.0	0
18717	<s>But I'm not going to make decisions that I think are wrong for America.</s>	No	71			71-80	0	0	0.0	0
15026	<s>It's very important to us that this be done with the full involvement of minority citizens.</s>	No	91			91-100	0	0	0.0	0
20619	<s>Let me say this to you, I wouldn't use force.</s>	No	47			41-50	0	0	0.0	0
32335	<s>There are children suffering in this catastrophic war, largely, I believe, because of Russian aggression.</s>	No	107			100+	0	0	0.0	0
9454	<s>No tax on your savings.</s>	No	23			21-30	0	0	0.0	0
5624	<s>Now, what is true is that Senator McCain and I have a difference in terms of the need to invest in America and the American people.</s>	No	133			100+	0	0	0.0	0
32399	<s>And I was making the point that it is hard sometimes to get the Congress to do what you want to do and you have to keep working at it.</s>	No	134			100+	0	0	0.0	0
19463	<s>If it says tilt, you don't get any gun.</s>	No	41			41-50	0	0	0.0	0
23685	"<s>And the answer is, Absolutely not.</s><s>""</s>"	No	37			31-40	0	0	0.0	0
28408	<s>I won't ask you, but if you do, you're in the top 1%.</s>	No	55			51-60	0	0	0.0	0
12710	<s>We're going to have to try to provide closer ties, to associate ourselves with the great desire of these people for a better life if we're going to prevent Castro's influence from spreading throughout all of Latin America.</s>	No	224			100+	0	0	0.0	0
13509	<s>And the significance of prestige, really, is because we're so identified with the cause of freedom.</s>	No	101			100+	0	0	0.0	0
1580	<s>We still rank fifteenth among all the nations of the world in infant mortality.</s>	Yes	79			71-80	1	0	0.0	0
17108	<s>But, as I said, we have the rate of increase in government spending down to 6 percent.</s>	Yes	88			81-90	1	0	0.0	0
12597	<s>At the American Conference - Inter-American Conference this summer, when we wanted them to join together in the denunciation of Castro and the Cuban Communists, we couldn't even get the Inter-American group to join together in denouncing Castro.</s>	No	247			100+	0	0	0.0	0
7782	<s>We paid more military aid, more aid into Laos po- per - per person than in any country in the world and we ought to know now that Laos is moving from neutralism in the direction of the Communists.</s>	Yes	198			100+	1	0	0.0	0
15683	<s>And we have two fundamentally different visions of America.</s>	No	59			51-60	0	0	0.0	0
10471	<s>Do you know that we've laid a $10 trillion debt on these young Americans who are here with us tonight, $500 billion of it we owe to China?</s>	Yes	140			100+	1	0	0.0	0
2615	<s>And it wasn't very detailed.</s>	No	28			21-30	0	0	0.0	0
33709	<s>In fact I said, is that the last jobs report before the election?</s>	No	67			61-70	0	0	0.0	0
23684	"<s>They're trying to say, Did you make a mistake going into Iraq?""</s>"	No	65			61-70	0	0	0.0	0
22678	<s>And if we'd used smart diplomacy, we could have saved $200 billion and an invasion of Iraq.</s>	No	93			91-100	0	0	0.0	0
12729	<s>Some presidents have been strong in foreign policy; others have relied heavily on the secretary of state.</s>	No	105			100+	0	0	0.0	0
8600	<s>I must say that forty-four percent and that Soviet country is causing us a good deal of trouble tonight.</s>	No	104			100+	0	0	0.0	0
15512	<s>And I've never seen such a pounding, an unfair pounding, on a young Senator in my entire life.</s>	No	96			91-100	0	0	0.0	0
23689	<s>We knew he hated us.</s>	No	20			11-20	0	0	0.0	0
16710	<s>When Mr. Nixon made his famous speech on Operation Independence we were importing about 35 percent of our oil.</s>	Yes	110			100+	1	0	0.0	0
21717	<s>I am not for national registration of firearms.</s>	Yes	47			41-50	1	0	0.0	0
23392	<s>But this president didn't try to fix it.</s>	Yes	40			31-40	1	0	0.0	0
21870	<s>Wear your safety toe shoes when you go.</s>	No	39			31-40	0	0	0.0	0
386	<s>I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.</s>	No	150			100+	0	0	0.0	0
32195	<s>And if you haven't noticed the Canadians, when they need a big operation, when something happens, they come into the United States in many cases because their system is so slow.</s>	Yes	179			100+	1	0	0.0	0
11889	<s>And if they're not, there has to be a consequence.</s>	No	52			51-60	0	0	0.0	0
20090	<s>President Clinton ran for governor in 1990 and said he's going to fill out his term, but he didn't.</s>	Yes	101			100+	1	0	0.0	0
1660	<s>Millions of jobs were lost, the auto industry was on the brink of collapse.</s>	Yes	77			71-80	1	0	0.0	0
9739	<s>He didn't call for self-deportation.</s>	No	36			31-40	0	0	0.0	0
23037	<s>There are other ways to make sure drugs are cheaper.</s>	No	52			51-60	0	0	0.0	0
22231	<s>And it's all covered in my budget from -- the plans that I've laid out -- from raising taxes on families with incomes above $200,000 and asking foreign corporations to pay the same tax that American corporations do on the same income, from $140 billion in budget cuts, including what I think are very prudent cuts in the defense budget.</s>	Yes	338			100+	1	0	0.0	0
13464	<s>He suggests that there are a number of other items in this whole depletion field that could be taken into account.</s>	No	114			100+	0	0	0.0	0
16683	<s>- I remember when - Herbert Hoover was against - jobs for people.</s>	Yes	65			61-70	1	0	0.0	0
23325	<s>Yes, I mean, he's got a record.</s>	No	33			31-40	0	0	0.0	0
22008	<s>It's still the most respected credit.</s>	No	37			31-40	0	0	0.0	0
22216	<s>Number three, we'd open the doors to college education to high school graduates without regard to income.</s>	No	107			100+	0	0	0.0	0
4307	<s>But after 911, Senator Joe Lieberman and I decided that we needed a commission, and that was a commission to investigate 911, and find out what happened, and fix it.</s>	Yes	167			100+	1	0	0.0	0
17205	<s>And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job.</s>	No	155			100+	0	0	0.0	0
8214	<s>It's something to build on.</s>	No	27			21-30	0	0	0.0	0
10243	<s>But let me -- let me not just stop there.</s>	No	41			41-50	0	0	0.0	0
20791	<s>I believe all senior citizens should be able to choose their own doctors and get prescription drugs from their own pharmacists with Medicare paying half the bill.</s>	No	162			100+	0	0	0.0	0
18193	<s>I don't think we want to get to how he's going to pay for all these promises.</s>	No	77			71-80	0	0	0.0	0
26607	<s>And we didn't touch it.</s>	No	23			21-30	0	0	0.0	0
18813	<s>And Colin Powell so stated.</s>	Yes	27			21-30	1	0	0.0	0
34120	<s>We announce we're going after Mosul.</s>	No	36			31-40	0	0	0.0	0
8170	<s>I think it's time America started moving again.</s>	No	47			41-50	0	0	0.0	0
20631	<s>That would be a time to seriously consider the use of force.</s>	No	60			51-60	0	0	0.0	0
3304	<s>Mr. Ford has said, I believe, that it was accurate, and that the White House made no attempt to block the issuing of that report.</s>	Yes	131			100+	1	0	0.0	0
19949	<s>It cut funds to clean up toxic waste dumps with 10 million of our kids still living within four miles of a toxic waste dump, by a third.</s>	Yes	138			100+	1	0	0.0	0
25325	<s>We don't think that those people should be allowed to continue operating free.</s>	No	78			71-80	0	0	0.0	0
26669	<s>And I assume some of those are because of our trading partners.</s>	No	63			61-70	0	0	0.0	0
31887	<s>I don't think you understood what was -- this was locker room talk.</s>	No	67			61-70	0	0	0.0	0
32082	<s>She said the 33,000 e-mails had to do with her daughter's wedding, number one, and a yoga class.</s>	Yes	98			91-100	1	0	0.0	0
17480	<s>I think it cannot work, won't work, and will lead to all kinds of cynical evasions of the law.</s>	No	96			91-100	0	0	0.0	0
27768	<s>They're making some progress; they need to make more.</s>	No	53			51-60	0	0	0.0	0
13662	<s>Now, it's hard to out-spend Congress but he tried to for the last 3 years.</s>	Yes	76			71-80	1	0	0.0	0
8471	<s>We offered an amendment to do so.</s>	Yes	33			31-40	1	0	0.0	0
17354	<s>And if it won't come down, the economy's going to slow down, maybe go into a recession.</s>	No	89			81-90	0	0	0.0	0
784	<s>How is our credibility with the GCC countries on the Western side of the Gulf.</s>	No	78			71-80	0	0	0.0	0
6661	<s>Today, if you're an American business, you actually get a benefit for going overseas.</s>	No	87			81-90	0	0	0.0	0
4081	<s>And ironically, the single thing that has strengthened Iran over the last several years has been the war in Iraq.</s>	No	115			100+	0	0	0.0	0
27917	<s>I couldn't agree more about going forward, but I certainly don't want to go back to the policies of the last four years.</s>	No	122			100+	0	0	0.0	0
20634	<s>Thirdly, whether or not we were prepared and trained to win.</s>	No	62			61-70	0	0	0.0	0
9199	<s>It's going to help people across the country that are unemployed right now.</s>	No	75			71-80	0	0	0.0	0
58	<s>But I think we're all in this together, and my plea to the American people is values in the schools.</s>	No	102			100+	0	0	0.0	0
12835	<s>If we build up the hopes of the world by having a summit conference that is not adequately prepared, and then, if Mr. Khrushchev finds some excuse for breaking it up - as he did this one - because he isn't going to get his way - we'd set back the cause of peace.</s>	No	264			100+	0	0	0.0	0
6268	<s>Early childhood education, which closes the achievement gap, so that every child is prepared for school, every dollar we invest in that, we end up getting huge benefits with improved reading scores, reduced dropout rates, reduced delinquency rates.</s>	No	250			100+	0	0	0.0	0
6827	<s>Health-care costs are on the rise because the consumers are not involved in the decision-making process.</s>	Yes	104			100+	1	0	0.0	0
15669	<s>He's the one that brought up, to garner primary votes, the whole question of the ACLU.</s>	No	88			81-90	0	0	0.0	0
2697	<s>That's how we cut a trillion dollars of spending that wasn't advancing that cause.</s>	Yes	82			81-90	1	0	0.0	0
8940	<s>Now, John's been in the Congress for 20 years.</s>	No	48			41-50	0	0	0.0	0
7303	<s>Because of the president's decision today, law enforcement officers will walk into a place that will be more dangerous.</s>	No	121			100+	0	0	0.0	0
9738	<s>George Bush embraced comprehensive immigration reform.</s>	Yes	54			51-60	1	0	0.0	0
12403	<s>However many days that young girl in Florida stood in her classroom, however long, even if it was only one day, doesn't change the fact that there are a lot of overcrowded classrooms in America and we need to do something about that.</s>	Yes	235			100+	1	0	0.0	0
8856	<s>But there are other things that we can do with the inner cities, and I've believed.</s>	No	85			81-90	0	0	0.0	0
14758	<s>The president mentioned that you need the right person in a crisis.</s>	No	67			61-70	0	0	0.0	0
11957	<s>I just happen to believe strongly that marriage is between a man and a woman.</s>	No	77			71-80	0	0	0.0	0
18985	<s>Just because the president says it can't be done, that you'd lose China, doesn't mean it can't be done.</s>	No	105			100+	0	0	0.0	0
7095	<s>1 percent of Americans is the highest it's been since 1928.</s>	Yes	59			51-60	1	0	0.0	0
118	<s>The thing I don't understand about Mr. Bush's approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do.</s>	No	166			100+	0	0	0.0	0
28961	"<s>Reminds me of the line from the movie, Show me the money.</s><s>""</s>"	No	60			51-60	0	0	0.0	0
12332	<s>And I believe that -- that we ought to recognize the value to our children and grandchildren of taking steps that preserve the environment in a way that's good for them.</s>	No	169			100+	0	0	0.0	0
19140	<s>We reduced more regulations, eliminated more programs than my two Republican predecessors.</s>	Yes	92			91-100	1	0	0.0	0
29065	<s>Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.</s>	No	261			100+	0	0	0.0	0
24169	<s>This administration may say they have a plan, but the truth is they have not even released all the money, the paltry sum of money, that Congress appropriated.</s>	Yes	160			100+	1	0	0.0	0
28865	<s>And if you have a -- if you have an elderly parent or grandparent who needs long-term care, then you will get help with that.</s>	No	127			100+	0	0	0.0	0
10743	<s>That's something that all of us have to be involved with and that requires some leadership from Washington.</s>	No	107			100+	0	0	0.0	0
7833	<s>So we must use all of these weapons for the purpose of combating recession if it should come.</s>	No	93			91-100	0	0	0.0	0
18428	<s>I've been -- but I'll nevertheless tell you that I think he has not been candid with the American people.</s>	No	105			100+	0	0	0.0	0
17222	<s>The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country.</s>	Yes	142			100+	1	0	0.0	0
9652	<s>In my health care bill, I said insurance companies need to provide contraceptive coverage to everybody who is insured.</s>	Yes	120			100+	1	0	0.0	0
32551	<s>So we won't make them famous.</s>	No	29			21-30	0	0	0.0	0
33444	<s>So I actually think the most important question of this evening, Chris, is, finally, will Donald Trump admit and condemn that the Russians are doing this and make it clear that he will not have the help of Putin in in this election, that he rejects Russian espionage against Americans, which he actually encouraged in the past?</s>	Yes	329			100+	1	0	0.0	0
23786	<s>We'll make sure they do not end up with weapons of mass destruction.</s>	No	68			61-70	0	0	0.0	0
28592	<s>We've got a bumper crop this year.</s>	No	34			31-40	0	0	0.0	0
6916	<s>And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.</s>	Yes	235			100+	1	0	0.0	0
19199	<s>That's what America is all about.</s>	No	33			31-40	0	0	0.0	0
30265	<s>As far as the nuclear is concerned, I agree.</s>	No	46			41-50	0	0	0.0	0
2422	<s>You've raised them by $1 trillion under Obamacare.</s>	Yes	50			41-50	1	0	0.0	0
18871	<s>What I worry about with the president is that he's not acknowledging what's on the ground, he's not acknowledging the realities of North Korea, he's not acknowledging the truth of the science of stem-cell research or of global warming and other issues.</s>	Yes	254			100+	1	0	0.0	0
25443	<s>You haven't just accepted research, Mr. President.</s>	No	52			51-60	0	0	0.0	0
13012	<s>There are only three left.</s>	Yes	26			21-30	1	0	0.0	0
12072	<s>We do have a serious problem in our culture.</s>	No	44			41-50	0	0	0.0	0
25762	<s>And I would think, it seems to me that there are opportunities here.</s>	No	70			61-70	0	0	0.0	0
8115	<s>But they are important and dangerous now because they are mounting a major effort within their own country.</s>	No	107			100+	0	0	0.0	0
20334	<s>If I could respond to that.</s>	No	27			21-30	0	0	0.0	0
12469	<s>No child should be left behind in America.</s>	No	42			41-50	0	0	0.0	0
19091	<s>Four years ago I ran for president at a time of high unemployment and rising frustration.</s>	No	89			81-90	0	0	0.0	0
30053	<s>And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria.</s>	No	128			100+	0	0	0.0	0
14199	<s>This was a trick on the American people.</s>	No	40			31-40	0	0	0.0	0
28631	<s>The President shouldn't have vetoed that bill.</s>	No	46			41-50	0	0	0.0	0
881	<s>And I'm very very proud of that choice.</s>	No	39			31-40	0	0	0.0	0
23907	"<s>They get on me -- Bill's gotten on me about, read my lips.</s><s>""</s>"	No	61			61-70	0	0	0.0	0
19807	<s>But, you know, I think my ideas are better for the future.</s>	No	60			51-60	0	0	0.0	0
12258	<s>I think we ought to have federal liability protection, depending upon whether or not standards have been met.</s>	No	111			100+	0	0	0.0	0
10379	<s>Loves his family, cares about his faith.</s>	No	42			41-50	0	0	0.0	0
17968	<s>I believe America is safest and strongest when we are leading the world and we are leading strong alliances.</s>	No	108			100+	0	0	0.0	0
24985	<s>But between us, we can either destroy the world or we can save it.</s>	No	68			61-70	0	0	0.0	0
27542	<s>Number two, Mr. President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq.</s>	No	170			100+	0	0	0.0	0
15328	<s>Now, we have an opportunity to move toward national health insurance, with an emphasis on the prevention of disease, an emphasis on out-patient care, not in-patient care; an emphasis on hospital cost containment to hold down the cost of hospital care far those who are ill, an emphasis on catastrophic health insurance, so that if a family is threatened with being wiped out economically because of a very high medical bill, then the insurance would help pay for it.</s>	No	468			100+	0	0	0.0	0
19474	<s>You talk about the Brady Bill.</s>	No	30			21-30	0	0	0.0	0
24626	<s>Barbara I think is doing a superb job in destroying the myth about AIDS.</s>	No	72			71-80	0	0	0.0	0
22773	<s>And people in Europe didn't like that decision.</s>	No	47			41-50	0	0	0.0	0
2820	<s>A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.</s>	Yes	99			91-100	1	0	0.0	0
24332	<s>There's no question about that.</s>	No	31			31-40	0	0	0.0	0
18866	<s>But let me talk about something that the president just sort of finished up with.</s>	No	81			81-90	0	0	0.0	0
3020	<s>And I would make sure that the - Saudis understood this ahead of time so there would be no doubt in their mind.</s>	No	111			100+	0	0	0.0	0
27263	<s>And I'll get us on track to a balanced budget.</s>	No	46			41-50	0	0	0.0	0
2364	<s>A woman came to me and she said, look, I can't afford insurance for myself or my son.</s>	No	87			81-90	0	0	0.0	0
24513	<s>They're between 100 and 200% capacity up and down the East Coast.</s>	Yes	65			61-70	1	0	0.0	0
25292	<s>We need an answer to this problem, but it must be an American answer that is consistent with justice and due process.</s>	No	119			100+	0	0	0.0	0
12962	<s>Bring students here; let them see what kind of a country we have.</s>	No	65			61-70	0	0	0.0	0
21418	<s>The dollar's gone through the floor.</s>	No	36			31-40	0	0	0.0	0
26963	<s>Governor Romney, I'm glad that you recognize that Al Qaida is a threat, because a few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia, not Al Qaida; you said Russia, in the 1980s, they're now calling to ask for their foreign policy back because, you know, the Cold War's been over for 20 years.</s>	Yes	350			100+	1	0	0.0	0
5708	<s>Now, look, Americans are hurting tonight and they're angry and I understand that, and they want a new direction.</s>	No	114			100+	0	0	0.0	0
34070	<s>We've had free and fair elections.</s>	No	34			31-40	0	0	0.0	0
33831	<s>Because what I saw what they did, which is a criminal act, by the way, where they're telling people to go out and start fist-fights and start violence.</s>	Yes	153			100+	1	0	0.0	0
